Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
,,,,[km/h],[deg],[deg],[deg],[deg],[km/h],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[Yards],[deg],[Yards],[Yards],[deg],[Yards],,,[g/L],[deg F],[kPa],[%]
5/8/25 7:31:52 PM,Luis,54,Sand Wedge,,,,0.0,,119.26790843088808,-33.130001068115234,41.90999984741211,3.180000066757202,5606.94775390625,-365.53314208984375,5618.85009765625,Measured,3.7300000190734863,26.440000534057617,79.87751631181905,5.070000171661377,7.053805565688032,84.21916244119693,5.079999923706055,7.447506499102735,,,1.19012,71.6,101.33,50
5/8/25 7:32:21 PM,Luis,54,Sand Wedge,,,,0.0,,114.65990964536329,-31.850000381469727,38.040000915527344,-1.25,5299.9345703125,108.24156951904297,5301.0400390625,Measured,-1.1699999570846558,21.989999771118164,80.04155997529118,-1.809999942779541,-2.52624665658305,85.56430212573221,-1.809999942779541,-2.7012248781826655,,,1.19012,71.6,101.33,50
5/8/25 7:32:44 PM,Luis,54,Sand Wedge,,,,0.0,,124.63189644926798,-34.619998931884766,42.06999969482422,-5.840000152587891,2949.554931640625,234.72511291503906,2958.8798828125,Measured,-4.550000190734863,28.709999084472656,93.19772661931663,-8.020000457763672,-13.003062492697675,101.76072074776664,-8.020000457763672,-14.206036495098605,,,1.19012,71.6,101.33,50
5/8/25 7:33:11 PM,Luis,54,Sand Wedge,,,,0.0,,124.01990353065919,-34.45000076293945,41.16999816894531,1.690000057220459,4290.98828125,-205.36032104492188,4295.89990234375,Measured,2.740000009536743,27.940000534057617,88.42957197107563,2.9000000953674316,4.472878557073371,95.00219023029531,2.9200000762939453,4.844706723904881,,,1.19012,71.6,101.33,50
5/8/25 7:34:14 PM,Luis,G,Gap Wedge,,,,0.0,,127.43990354124122,-35.400001525878906,31.780000686645508,-1.149999976158142,5660.04931640625,-614.8781127929688,5693.35009765625,Measured,6.199999809265137,22.170000076293945,95.70210207374286,1.0399999618530273,1.7388451808602374,102.29658892774206,1.1699999570846558,2.08880136332174,,,1.19012,71.6,101.33,50
5/8/25 7:35:16 PM,Luis,G,Gap Wedge,,,,0.0,,132.19189864101233,-36.720001220703125,34.27000045776367,4.96999979019165,7346.22998046875,-1204.3079833984375,7444.2900390625,Measured,9.3100004196167,26.049999237060547,94.3241469816273,9.720000267028809,15.93394542303611,97.8455831372519,9.779999732971191,16.622921926142975,,,1.19012,71.6,101.33,50
5/8/25 7:35:39 PM,Luis,G,Gap Wedge,,,,0.0,,121.24790410030953,-33.68000030517578,33.189998626708984,-0.800000011920929,5055.93798828125,189.81103515625,5059.5,Measured,-2.1500000953674316,20.940000534057617,90.08093038777562,-1.6299999952316284,-2.559055024244654,97.27689954969618,-1.659999966621399,-2.821522226275213,,,1.19012,71.6,101.33,50
5/8/25 7:36:01 PM,Luis,G,Gap Wedge,,,,0.0,,133.37989054950552,-37.04999923706055,33.11000061035156,-0.2800000011920929,6083.04638671875,77.50769805908203,6083.5400390625,Measured,-0.7300000190734863,25.649999618530273,99.73752947095602,-0.6200000047683716,-1.071741053229972,105.4243236284765,-0.6299999952316284,-1.1482939111070474,,,1.19012,71.6,101.33,50
5/8/25 7:37:00 PM,Luis,P,Pitching Wedge,,,,0.0,,141.7678904309025,-39.380001068115234,37.22999954223633,4.289999961853027,3133.60302734375,-505.2880859375,3174.080078125,Measured,9.15999984741211,32.06999969482422,115.3980715694077,8.130000114440918,16.305774111343077,125.13123159333477,8.260000228881836,17.96806682543283,,,1.19012,71.6,101.33,50
5/8/25 7:37:39 PM,Luis,P,Pitching Wedge,,,,0.0,,150.73187556928468,-41.869998931884766,30.579999923706055,-2.119999885559082,4207.0732421875,17.622648239135742,4207.10986328125,Measured,-0.23999999463558197,29.6200008392334,125.43744198189216,-2.5,-5.468066491688539,134.90813715042822,-2.4700000286102295,-5.828958796703909,,,1.19012,71.6,101.33,50
5/8/25 7:38:26 PM,Luis,P,Pitching Wedge,,,,0.0,,141.19189144101807,-39.220001220703125,30.350000381469727,-2.490000009536743,3672.830322265625,343.30450439453125,3688.840087890625,Measured,-5.340000152587891,25.31999969482422,117.3118948414987,-4.670000076293945,-9.558179977163347,128.11679956898394,-4.769999980926514,-10.662729658792651,,,1.19012,71.6,101.33,50
5/8/25 7:38:55 PM,Luis,P,Pitching Wedge,,,,0.0,,140.21989057066955,-38.95000076293945,34.720001220703125,-1.3600000143051147,3122.171630859375,115.5761489868164,3124.31005859375,Measured,-2.119999885559082,29.079999923706055,116.32764954788061,-2.25,-4.560367537504315,126.84820413798067,-2.2799999713897705,-5.041557451349961,,,1.19012,71.6,101.33,50
5/8/25 7:39:37 PM,Luis,,9 Iron,,,,0.0,,152.24388150079324,-42.290000915527344,29.799999237060547,1.309999942779541,3419.12841796875,221.10511779785156,3426.27001953125,Measured,-3.700000047683716,28.899999618530273,131.692911383361,0.05999999865889549,0.1312335928672255,143.1539740775201,-0.05000000074505806,-0.12029746216530354,,,1.19012,71.6,101.33,50
5/8/25 7:40:13 PM,Luis,,9 Iron,,,,0.0,,157.64387718079666,-43.790000915527344,28.799999237060547,-1.1699999570846558,4026.251953125,568.0027465820312,4066.1201171875,Measured,-8.029999732971191,30.15999984741211,134.73315501776267,-4.650000095367432,-10.925196600085481,143.90856992332746,-4.809999942779541,-12.05161904829798,,,1.19012,71.6,101.33,50
5/8/25 7:41:11 PM,Luis,,8 Iron,,,,0.0,,167.36387215138274,-46.4900016784668,25.260000228881836,-0.550000011920929,4251.83056640625,-161.85252380371094,4254.91015625,Measured,2.180000066757202,29.8700008392334,146.35826971900119,0.3499999940395355,0.8967628968147885,157.02099937779383,0.4099999964237213,1.1264216659993116,,,1.19012,71.6,101.33,50
5/8/25 7:41:51 PM,Luis,,8 Iron,,,,0.0,,162.6838649090604,-45.189998626708984,21.06999969482422,-3.2799999713897705,5706.103515625,541.3952026367188,5731.72998046875,Measured,-5.420000076293945,23.739999771118164,135.60804899387577,-6.110000133514404,-14.424758946175963,143.5148684684373,-6.190000057220459,-15.474627754298199,,,1.19012,71.6,101.33,50
5/8/25 7:42:23 PM,Luis,,8 Iron,,,,0.0,,160.55986605894307,-44.599998474121094,15.979999542236328,-1.2200000286102295,5717.46826171875,114.77235412597656,5718.6201171875,Measured,-1.149999976158142,16.979999542236328,131.2773413336913,-1.7999999523162842,-4.12292211387414,141.6885362626791,-1.8200000524520874,-4.505686663997246,,,1.19012,71.6,101.33,50
5/8/25 7:42:58 PM,Luis,,8 Iron,,,,0.0,,155.735869368824,-43.2599983215332,25.549999237060547,3.509999990463257,4470.8916015625,-735.3418579101562,4530.9599609375,Measured,9.34000015258789,25.770000457763672,131.74759538572084,7.78000020980835,17.825895928543904,141.1636065518971,7.949999809265137,19.531934175800046,,,1.19012,71.6,101.33,50
