Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
,,,,[km/h],[deg],[deg],[deg],[deg],[km/h],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[Yards],[deg],[Yards],[Yards],[deg],[Yards],,,[g/L],[deg F],[kPa],[%]
5/23/25 12:38:44 PM,Luis,60,Lob Wedge,,,,0.0,,99.75591689936803,-27.709999084472656,48.95000076293945,6.28000020980835,2013.5439453125,55.18827438354492,2014.300048828125,Measured,-1.5700000524520874,22.15999984741211,64.53411889931452,6.619999885559082,7.436570637286596,72.46281948406657,6.5,8.202099737532809,,,1.1889397,71.6,101.23,50
5/23/25 12:39:47 PM,Luis,60,Lob Wedge,,,,0.0,,106.95591113937265,-29.709999084472656,50.0099983215332,8.010000228881836,2197.1669921875,184.5012664794922,2204.89990234375,Measured,-4.800000190734863,25.969999313354492,69.57567687213995,7.920000076293945,9.58005274374654,77.02318493566905,7.710000038146973,10.334645460701156,,,1.1889397,71.6,101.23,50
5/23/25 12:40:16 PM,Luis,60,Lob Wedge,,,,0.0,,103.28391929547197,-28.690000534057617,50.52000045776367,10.529999732971191,1423.8126220703125,-162.97817993164062,1433.1099853515625,Measured,6.53000020980835,24.479999542236328,69.2366594196096,12.75,15.277778069804034,77.22003566311413,12.729999542236328,17.005686997741538,,,1.1889397,71.6,101.23,50
5/23/25 12:40:45 PM,Luis,60,Lob Wedge,,,,0.0,,115.19990784007372,-32.0,48.09000015258789,5.099999904632568,2493.988037109375,-211.61793518066406,2502.949951171875,Measured,4.849999904632568,28.6200008392334,78.64173628839607,7.119999885559082,9.74409432131683,86.4391961018453,7.119999885559082,10.71741053229972,,,1.1889397,71.6,101.23,50
5/23/25 12:41:31 PM,Luis,60,Lob Wedge,,,,0.0,,103.28391929547197,-28.690000534057617,48.459999084472656,3.9100000858306885,2138.888671875,136.81631469726562,2143.260009765625,Measured,-3.6600000858306885,23.43000030517578,68.03368228835592,3.5399999618530273,4.199474971751216,75.82021197621904,3.4200000762939453,4.516623047288843,,,1.1889397,71.6,101.23,50
5/23/25 12:42:41 PM,Luis,60,Lob Wedge,,,,0.0,,114.87590754995755,-31.90999984741211,46.52000045776367,-0.9900000095367432,2228.71728515625,-45.90666198730469,2229.18994140625,Measured,1.1799999475479126,27.459999084472656,81.58355038727154,-0.8199999928474426,-1.1701662865836477,90.15748298491498,-0.7799999713897705,-1.2248468993529873,,,1.1889397,71.6,101.23,50
5/23/25 12:43:38 PM,Luis,54,Sand Wedge,,,,0.0,,124.8838951490362,-34.689998626708984,45.16999816894531,2.619999885559082,1639.06298828125,-321.5713806152344,1670.31005859375,Measured,11.100000381469727,30.940000534057617,97.85652160644531,5.579999923706055,9.514435486947875,108.37707619654537,5.760000228881836,10.88145210987001,,,1.1889397,71.6,101.23,50
5/23/25 12:44:11 PM,Luis,54,Sand Wedge,,,,0.0,,116.35190581984251,-32.31999969482422,46.97999954223633,8.300000190734863,2167.833251953125,-30.64906120300293,2168.050048828125,Measured,0.8100000023841858,28.43000030517578,82.89589135144118,9.5600004196167,13.757655209652292,91.45887713628387,9.449999809265137,15.004374745219607,,,1.1889397,71.6,101.23,50
5/23/25 12:44:41 PM,Luis,54,Sand Wedge,,,,0.0,,121.1399085812372,-33.650001525878906,41.849998474121094,0.8100000023841858,2405.218505859375,196.47711181640625,2413.22998046875,Measured,-4.670000076293945,26.93000030517578,92.3556397071765,-0.3700000047683716,-0.5905512045687578,102.13254526426995,-0.47999998927116394,-0.8530183414148846,,,1.1889397,71.6,101.23,50
5/23/25 12:45:22 PM,Luis,54,Sand Wedge,,,,0.0,,124.77589962996387,-34.65999984741211,42.97999954223633,1.7599999904632568,2899.73583984375,-89.60810089111328,2901.1201171875,Measured,1.7699999809265137,29.520000457763672,92.55249043462157,2.549999952316284,4.111985991320272,100.91863383562651,2.559999942779541,4.505686663997246,,,1.1889397,71.6,101.23,50
5/23/25 12:46:20 PM,Luis,G,Gap Wedge,,,,0.0,,133.63188924927374,-37.119998931884766,38.5,5.619999885559082,2894.61279296875,-149.67393493652344,2898.47998046875,Measured,2.9600000381469727,29.709999084472656,106.88976144331751,7.289999961853027,13.56080448220721,116.59011440327161,7.269999980926514,14.763779527559056,,,1.1889397,71.6,101.23,50
5/23/25 12:46:46 PM,Luis,G,Gap Wedge,,,,0.0,,137.6998898400881,-38.25,35.33000183105469,5.679999828338623,4366.376953125,-383.5443115234375,4383.18994140625,Measured,5.019999980926514,28.920000076293945,107.34908536976091,8.420000076293945,15.726159355250347,115.12466824482328,8.4399995803833,16.896325250727404,,,1.1889397,71.6,101.23,50
