Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
,,,,[km/h],[deg],[deg],[deg],[deg],[km/h],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[Yards],[deg],[Yards],[Yards],[deg],[Yards],,,[g/L],[deg F],[kPa],[%]
4/1/25 5:50:05 PM,Luis,60,Lob Wedge,,,,0.0,,94.49992440006046,-26.25,50.869998931884766,-2.619999885559082,1779.5992431640625,143.18313598632812,1785.3499755859375,Measured,-4.599999904632568,20.850000381469727,58.34426779759525,-3.7300000190734863,-3.7948381765203734,65.98862658856943,-3.7699999809265137,-4.341644825689228,,,1.186579,71.6,101.03,50
4/1/25 5:50:43 PM,Luis,60,Lob Wedge,,,,0.0,,100.72791776971656,-27.979999542236328,47.90999984741211,0.12999999523162842,2392.90966796875,278.13885498046875,2409.02001953125,Measured,-6.630000114440918,22.030000686645508,65.19028938139935,-1.340000033378601,-1.52012246904515,72.02537249601002,-1.4500000476837158,-1.8263341612911808,,,1.186579,71.6,101.03,50
4/1/25 5:51:17 PM,Luis,60,Lob Wedge,,,,0.0,,103.85991828535637,-28.850000381469727,47.880001068115234,2.069999933242798,2098.5341796875,404.1139831542969,2137.090087890625,Measured,-10.899999618530273,23.34000015258789,69.29133925016575,-0.11999999731779099,-0.14216972356914745,77.54812299005837,-0.36000001430511475,-0.48118984866121417,,,1.186579,71.6,101.03,50
4/1/25 5:51:59 PM,Luis,60,Lob Wedge,,,,0.0,,103.42791560971828,-28.729999542236328,36.58000183105469,1.590000033378601,8854.642578125,143.73731994628906,8855.8095703125,Measured,-0.9300000071525574,17.09000015258789,64.67628979620345,1.4800000190734863,1.6622921926142975,66.42607357662598,1.4600000381469727,1.6951005602759013,,,1.186579,71.6,101.03,50
4/1/25 5:52:49 PM,Luis,60,Lob Wedge,,,,0.0,,113.03990819478241,-31.399999618530273,46.959999084472656,-2.7899999618530273,2315.82568359375,524.8677368164062,2374.56005859375,Measured,-12.770000457763672,26.809999465942383,78.6089208808158,-6.380000114440918,-8.737970003410066,86.67979236245677,-6.579999923706055,-9.930008665470314,,,1.186579,71.6,101.03,50
4/1/25 5:53:32 PM,Luis,60,Lob Wedge,,,,0.0,,113.39990928007256,-31.5,39.0,1.3600000143051147,7971.03125,-235.1822509765625,7974.5,Measured,1.690000057220459,22.18000030517578,73.00962613323541,2.180000066757202,2.777777736059741,74.89064234135346,2.190000057220459,2.8543305939368167,,,1.186579,71.6,101.03,50
4/1/25 5:54:48 PM,Luis,54,Sand Wedge,,,,0.0,,117.93589960879983,-32.7599983215332,43.61000061035156,0.23999999463558197,2717.561279296875,79.70590209960938,2718.72998046875,Measured,-1.6799999475479126,26.889999389648438,85.7611528531773,-0.20000000298023224,-0.2952756022843789,94.30227838684776,-0.23999999463558197,-0.39370080304583854,,,1.186579,71.6,101.03,50
4/1/25 5:55:49 PM,Luis,54,Sand Wedge,,,,0.0,,145.0438872607886,-40.290000915527344,17.950000762939453,-0.6700000166893005,6854.81884765625,-476.9311828613281,6871.39013671875,Measured,3.9800000190734863,15.420000076293945,112.55467866245112,0.9100000262260437,1.7825896710757092,121.38013764629214,1.0199999809265137,2.1544182290138116,,,1.186579,71.6,101.03,50
4/1/25 5:56:30 PM,Luis,54,Sand Wedge,,,,0.0,,118.9799020694963,-33.04999923706055,36.54999923706055,1.7699999809265137,6085.55029296875,-234.84695434570312,6090.080078125,Measured,2.2100000381469727,22.700000762939453,83.73796991997399,2.819999933242798,4.111985991320272,88.52799316299452,2.8299999237060547,4.374453193350831,,,1.186579,71.6,101.03,50
4/1/25 5:57:19 PM,Luis,54,Sand Wedge,,,,0.0,,121.60789831915008,-33.779998779296875,43.56999969482422,-2.7899999618530273,2608.882080078125,63.30409240722656,2609.64990234375,Measured,-1.3899999856948853,28.5,90.14654451572154,-3.5399999618530273,-5.566491855411079,98.88451243322979,-3.5299999713897705,-6.0804898761806,,,1.186579,71.6,101.03,50
4/1/25 5:58:01 PM,Luis,54,Sand Wedge,,,,0.0,,158.97587226998576,-44.15999984741211,17.270000457763672,-2.25,4457.2978515625,88.69745635986328,4458.18017578125,Measured,-1.1399999856948853,17.09000015258789,133.4973749943397,-2.8299999237060547,-6.59448841842558,146.18328758633564,-2.8499999046325684,-7.261592154949252,,,1.186579,71.6,101.03,50
4/1/25 5:58:26 PM,Luis,54,Sand Wedge,,,,0.0,,137.44789114031988,-38.18000030517578,24.149999618530273,-4.070000171661377,8028.7041015625,318.25555419921875,8035.009765625,Measured,-2.2699999809265137,19.489999771118164,103.67454401985762,-5.480000019073486,-9.908136941838036,109.29571570582486,-5.489999771118164,-10.465878931347572,,,1.186579,71.6,101.03,50
4/1/25 5:58:47 PM,Luis,54,Sand Wedge,,,,0.0,,113.68790877501476,-31.579999923706055,46.279998779296875,-1.5499999523162842,1841.731201171875,82.98831939697266,1843.5999755859375,Measured,-2.5799999237060547,26.709999084472656,82.7537162827486,-2.309999942779541,-3.335520507782463,90.89020189233548,-2.3299999237060547,-3.6964130735355623,,,1.186579,71.6,101.03,50
4/1/25 5:59:50 PM,Luis,54,Sand Wedge,,,,0.0,,127.6199006506615,-35.45000076293945,30.309999465942383,0.4399999976158142,7593.79345703125,-79.5249252319336,7594.2099609375,Measured,0.6000000238418579,21.3700008392334,92.8149636336199,0.7400000095367432,1.1920385316913835,97.13473282461091,0.7400000095367432,1.257655267014591,,,1.186579,71.6,101.03,50
4/1/25 6:01:15 PM,Luis,G,Gap Wedge,,,,0.0,,122.07590178996215,-33.90999984741211,34.13999938964844,1.2799999713897705,3279.4248046875,-196.55694580078125,3285.31005859375,Measured,3.430000066757202,21.5,95.22090955251993,2.4200000762939453,4.024497010889329,104.49475399361091,2.4800000190734863,4.527558909104982,,,1.186579,71.6,101.03,50
4/1/25 6:05:17 PM,Luis,G,Gap Wedge,,,,0.0,,141.659881178931,-39.349998474121094,35.439998626708984,-3.869999885559082,2746.1572265625,344.9726867675781,2767.739990234375,Measured,-7.159999847412109,30.1299991607666,119.67410357083966,-6.690000057220459,-13.943569553805775,130.86177128402161,-6.809999942779541,-15.50743690417299,,,1.186579,71.6,101.03,50
4/1/25 6:05:55 PM,Luis,G,Gap Wedge,,,,0.0,,133.59589532054935,-37.11000061035156,25.6299991607666,2.9600000381469727,6774.02734375,365.6824035644531,6783.89013671875,Measured,-3.0899999141693115,19.309999465942383,101.9028874728519,2.0299999713897705,3.60892383236689,108.44269866809861,1.9500000476837158,3.6854766902439655,,,1.186579,71.6,101.03,50
