Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
,,,,[km/h],[deg],[deg],[deg],[deg],[km/h],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[Yards],[deg],[Yards],[Yards],[deg],[Yards],,,[g/L],[deg F],[kPa],[%]
5/4/25 11:05:08 AM,Luis,60,Lob Wedge,,,,0.0,,96.69592484052575,-26.860000610351562,48.099998474121094,-2.559999942779541,2259.519775390625,-129.88742065429688,2263.25,Measured,3.2899999618530273,20.459999084472656,61.6141733952186,-2.1500000953674316,-2.3075239447679627,69.22572095041618,-2.049999952316284,-2.4715660438137106,,,1.1810315,71.6,100.56,50
5/4/25 11:05:46 AM,Luis,60,Lob Wedge,,,,0.0,,106.73991323477838,-29.649999618530273,43.09000015258789,-3.0799999237060547,2674.613037109375,203.45254516601562,2682.340087890625,Measured,-4.349999904632568,21.780000686645508,74.82501986980022,-4.460000038146973,-5.828958796703909,82.62248802685676,-4.510000228881836,-6.496063054703039,,,1.1810315,71.6,100.56,50
5/4/25 11:06:27 AM,Luis,60,Lob Wedge,,,,0.0,,106.30791742558988,-29.530000686645508,44.290000915527344,4.110000133514404,3563.726318359375,-251.07521057128906,3572.56005859375,Measured,4.03000020980835,22.399999618530273,70.89895213369935,5.71999979019165,7.064741948979629,77.53718452086494,5.730000019073486,7.742782068794898,,,1.1810315,71.6,100.56,50
5/4/25 11:08:21 AM,Luis,60,Lob Wedge,,,,0.0,,94.60792678558239,-26.280000686645508,51.13999938964844,9.65999984741211,1838.3057861328125,19.572277069091797,1838.4100341796875,Measured,-0.6100000143051147,21.030000686645508,58.10367570878744,10.520000457763672,10.608048785285582,65.59492513367927,10.369999885559082,11.811023830637428,,,1.1810315,71.6,100.56,50
5/4/25 11:08:47 AM,Luis,60,Lob Wedge,,,,0.0,,103.71591510466048,-28.809999465942383,50.150001525878906,2.890000104904175,1669.2867431640625,327.50103759765625,1701.1099853515625,Measured,-11.100000381469727,24.530000686645508,68.67891430124732,0.9700000286102295,1.1592300336609154,77.06693046883544,0.7200000286102295,0.9733158198762962,,,1.1810315,71.6,100.56,50
5/4/25 11:09:46 AM,Luis,54,Sand Wedge,,,,0.0,,125.24390310077595,-34.790000915527344,41.66999816894531,-5.230000019073486,2534.82421875,210.6276397705078,2543.56005859375,Measured,-4.75,28.59000015258789,96.67541724177484,-7.230000019073486,-12.1609797523612,106.3101477301757,-7.25,-13.418635671220114,,,1.1810315,71.6,100.56,50
5/4/25 11:10:19 AM,Luis,54,Sand Wedge,,,,0.0,,128.51989993066206,-35.70000076293945,38.56999969482422,-12.34000015258789,1689.052978515625,506.74017333984375,1763.4300537109375,Measured,-16.700000762939453,26.56999969482422,107.99431321084865,-17.399999618530273,-32.29440145083717,119.76159463717244,-17.6299991607666,-36.27515110339601,,,1.1810315,71.6,100.56,50
5/4/25 11:10:38 AM,Luis,54,Sand Wedge,,,,0.0,,105.08391785547313,-29.190000534057617,43.779998779296875,5.619999885559082,1789.954345703125,-104.46194458007812,1793.0,Measured,3.3399999141693115,21.3700008392334,75.71085231510673,6.760000228881836,8.912947964271952,84.82064474911827,6.769999980926514,9.995625922268978,,,1.1810315,71.6,100.56,50
5/4/25 11:11:00 AM,Luis,54,Sand Wedge,,,,0.0,,121.46390887135335,-33.7400016784668,43.380001068115234,1.1399999856948853,1647.14453125,233.8367919921875,1663.6600341796875,Measured,-8.079999923706055,28.0,96.01925093149367,-0.6200000047683716,-1.038932620383936,107.60061175595848,-0.800000011920929,-1.5091863464912822,,,1.1810315,71.6,100.56,50
5/4/25 11:11:29 AM,Luis,54,Sand Wedge,,,,0.0,,110.9159093446651,-30.809999465942383,46.65999984741211,8.1899995803833,1475.9068603515625,-229.8014678955078,1493.68994140625,Measured,8.850000381469727,25.540000915527344,81.51793625932562,10.699999809265137,15.135608215866021,91.77602599403468,10.770000457763672,17.147856851679553,,,1.1810315,71.6,100.56,50
5/4/25 11:11:55 AM,Luis,54,Sand Wedge,,,,0.0,,118.51189859868424,-32.91999816894531,40.40999984741211,-0.3499999940395355,1750.15966796875,68.76395416259766,1751.510009765625,Measured,-2.25,24.450000762939453,94.33508545082073,-0.8799999952316284,-1.4545057337219425,105.36963962611668,-0.9300000071525574,-1.7060366828297693,,,1.1810315,71.6,100.56,50
5/4/25 11:12:17 AM,Luis,54,Sand Wedge,,,,0.0,,116.38791348146609,-32.33000183105469,44.40999984741211,4.53000020980835,1970.244873046875,371.2132873535156,2004.9100341796875,Measured,-10.670000076293945,26.6200008392334,86.8438360259289,2.4200000762939453,3.6636044451362295,96.64261017780187,2.140000104904175,3.60892383236689,,,1.1810315,71.6,100.56,50
5/4/25 11:12:55 AM,Luis,G,Gap Wedge,,,,0.0,,118.72790336972807,-32.97999954223633,43.630001068115234,7.699999809265137,1501.8450927734375,-238.40634155273438,1520.6500244140625,Measured,9.020000457763672,26.81999969482422,93.55862101023384,10.3100004196167,16.74322005644871,105.19466583705845,10.399999618530273,18.99606390992279,,,1.1810315,71.6,100.56,50
